LOWpdb	SD	HYDRO	MW	PI
1FVE_1	0.455248073649963	-0.516666666666667	768	5.81833333333333
2J6E_1	0.925793695404115	-1.4	811	5.72
4Q6I_1	0.333750622815273	-0.116666666666667	797	5.40666666666667
1LO0_1	0.457196486479245	-1.08333333333333	794	5.86833333333333
4QHK_3	0.259081803306407	-1.4	811	5.72
3EFF_1	0.464682999431334	-0.516666666666667	768	5.81833333333333
1P2C_1	0.252841585962439	-1.18333333333333	875	5.96
1UZ6_1	1.78977646951285	-0.933333333333333	798	5.75166666666667
4HC1_1	0.308489475428255	-1.4	811	5.72
4XXD_1	0.383841602458618	-1.08333333333333	794	5.86833333333333
1G9M_1	0.167967559016618	-0.516666666666667	768	5.81833333333333
4K23_1	1.05037530364746	-1.4	811	5.72
3IXX_1	0.00426117280413206	-0.0666666666666667	727	5.82333333333333
2V7N_1	0.704070715006668	-0.516666666666667	768	5.81833333333333
1GIG_1	0.745394448426414	-1.23333333333333	854	4.75166666666667
4Y5X_1	0.60163042836418	-0.683333333333333	796	6.67
1T04_1	0.992078525784294	-1.4	811	5.72
1IGY_1	0.403284917620907	-2.23333333333333	857	5.58333333333333
2GJZ_1	0.215979893351983	-1.4	811	5.72
1BJ1_1	0.282260056486924	-0.516666666666667	768	5.81833333333333
1MRD_1	0.50425430038457	-0.716666666666667	795	5.69
4D9L_1	1.214783936349	-0.516666666666667	768	5.81833333333333
1NCW_1	0.767520297049329	-1.4	811	5.72
3OPZ_2	0.170795279034578	-1.35	820	6.04333333333333
3IFP_1	0.197077755444393	-1.4	811	5.72
2VXS_1	0.911155326996448	-0.516666666666667	768	5.81833333333333
4NRX_2	0.728962037579459	-0.95	784	5.765
2A6D_1	1.58965586032511	-1.23333333333333	853	5.15666666666667
1DLF_1	1.42230123155481	0.166666666666667	752	5.78833333333333
1NGW_1	0.685219655203131	0.166666666666667	738	5.74833333333333
4UT6_1	0.000674579869252052	-0.516666666666667	768	5.81833333333333
3PJS_1	0.516396546766628	-0.516666666666667	768	5.81833333333333
1UB5_1	1.12162055449269	-1.08333333333333	794	5.86833333333333
3EO9_1	0.78093317940961	-1.4	811	5.72
3Q3G_1	0.907691754977427	-1.4	812	5.28
4RGN_2	0.0554795980518963	-1.4	811	5.72
1I9I_1	0.689519621324879	-0.95	784	5.765
1MIM_1	0.88143637373754	-1.4	811	5.72
5DK3_1	0.081214749353185	-1.4	811	5.72
1T66_1	0.227991025244418	-0.266666666666667	768	5.735
4R8W_1	0.52358980592904	-1.41666666666667	752	5.87166666666667
2DQF_1	1.99651811800056	-1.18333333333333	875	5.96
1GGB_1	1.9762658726806	-1.4	811	5.72
3O2V_1	0.100276226853628	0.166666666666667	752	5.78833333333333
1A4J_1	0.802862474388053	1.05	695	5.84666666666667
3DVN_1	0.416703683007484	-0.516666666666667	768	5.81833333333333
2ZCH_1	0.190778852039041	-0.95	784	5.765
1W72_1	0.665098981529819	-0.516666666666667	768	5.81833333333333
1NCB_1	0.945536823841624	-0.883333333333333	754	5.81333333333333
1NC2_1	0.834627395423202	-0.766666666666667	841	4.78333333333333
3LD8_1	0.132834251486578	0.5	780	5.745
3KDM_1	1.18809566299204	-0.516666666666667	768	5.81833333333333
1DN0_1	0.805748490031266	-1.4	811	5.72
1FE8_1	1.18542936028386	-1.18333333333333	876	5.52
4QHK_1	1.25622257293224	-1.4	811	5.72
1D5I_1	0.927919258388356	-1.4	811	5.72
4NCC_1	0.0560247773801914	-0.933333333333333	798	5.75166666666667
1IND_1	0.798028692431862	-0.733333333333333	836	5.12
1UYW_1	0.41023153463928	-0.9	773	5.68666666666667
1Q0X_1	0.332669698917712	-1.23333333333333	854	4.75166666666667
2DD8_1	0.970417888467298	-0.516666666666667	768	5.81833333333333
3TNN_1	1.52579698699902	-0.516666666666667	768	5.81833333333333
2G2R_1	0.61628527910417	-0.666666666666667	804	6.01333333333333
3MLX_1	0.697579071271495	-1.4	811	5.72
4IOF_1	1.88601641998419	-0.516666666666667	768	5.81833333333333
4XMK_1	0.81305081106759	-0.516666666666667	768	5.81833333333333
4YK4_1	0.436404385038123	-1.46666666666667	811	6.40166666666667
3WLW_1	1.59704945567772	-0.516666666666667	768	5.81833333333333
1D5B_1	0.539518938511427	-1.4	811	5.72
43CA_1	1.13651595350908	-0.716666666666667	795	5.69
4HG4_1	0.905787267283312	-0.516666666666667	768	5.81833333333333
3V4P_1	1.24374623431336	-1.35	820	6.04333333333333
4N90_1	0.700168485983432	-1.4	811	5.72
3IFL_1	1.06521111102354	-1.4	811	5.72
1ACY_1	1.05599114570365	-0.95	784	5.765
3CFD_1	0.225727643347022	-1.23333333333333	853	5.15666666666667
2I9L_1	0.682963598282515	-1.4	811	5.72
4UTB_1	0.344848906116868	-0.516666666666667	768	5.81833333333333
3IF1_1	0.13752873340688	0.166666666666666	752	5.78833333333333
1MCP_1	0.345054674190196	-0.0666666666666667	727	5.82333333333333
3CSY_1	0.436876897998357	-0.516666666666667	768	5.81833333333333
3LHP_1	0.523333971396854	-0.516666666666667	768	5.81833333333333
1OTS_1	1.69558053726026	-0.05	741	5.81
1L7I_1	0.786082466595796	-1.4	811	5.72
4DGI_1	0.832288462054035	-1.91666666666667	868	5.62666666666667
4LLW_1	0.721779246896168	-1.56666666666667	839	6.57166666666667
4OLU_1	0.195773118973214	-1.41666666666667	752	5.87166666666667
1Q1J_1	1.00326634840112	0.0999999999999999	752	6.47
4HDI_1	1.90590167688472	-0.4	778	5.83833333333333
1CF8_1	0.491832830707072	-0.716666666666667	795	5.69
15C8_1	0.56744265795497	-1.4	812	5.28
4MXV_1	1.17216515445585	-1.4	811	5.72
2FJF_1	1.32138712495238	-0.516666666666667	768	5.81833333333333
2FB4_1	1.51512689243657	-0.516666666666667	768	5.81833333333333
1F11_1	0.161716027964145	-1.4	811	5.72
1R24_1	0.96494124813094	-0.35	810	5.255
1UWX_1	0.0327574287452484	-0.516666666666667	768	5.81833333333333
4XWG_1	1.52167946282037	-1.56666666666667	854	6.20666666666667
4HCR_1	0.266562285944579	-0.516666666666667	768	5.81833333333333
3UO1_1	0.376667136785582	1.38333333333333	737	5.84333333333333
4ZTO_1	0.3083943165208	-0.2	737	5.92666666666667
4ODV_1	0.940317210321246	-0.916666666666667	836	5.305
1Q9K_1	0.659540461160634	-0.95	784	5.765
2DQT_1	0.762069484181395	0.7	753	5.87333333333333
1HEZ_1	1.48468665261327	-0.516666666666667	768	5.81833333333333
4OUU_1	0.433741064730904	-0.183333333333333	810	5.815
3J5M_1	1.9642996309485	-1.18333333333333	812	7.29833333333333
2OSL_1	1.44848784645586	-0.516666666666667	754	5.77833333333333
3J8V_1	0.00241878859142339	-1.71666666666667	785	6.04166666666667
5BO1_1	0.836812085166376	-0.516666666666667	768	5.81833333333333
3U30_1	0.99377847688129	-0.516666666666667	768	5.81833333333333
3UBX_1	0.128455139190692	-0.516666666666667	768	5.81833333333333
4YPG_1	0.00878085200877725	-0.516666666666667	768	5.81833333333333
1MHP_1	0.618455389815629	-0.183333333333333	810	5.815
3L5X_1	0.642552312932313	-1.4	811	5.72
1J05_1	0.358826285860583	-0.116666666666667	796	5.81166666666667
3CVH_1	1.42440408712076	-1.4	811	5.72
4FQQ_2	0.344312919176725	-1.46666666666667	811	6.40166666666667
3G6J_1	1.27555699365023	-0.516666666666667	768	5.81833333333333
3NGB_1	0.681917068478786	-1.58333333333333	780	6.72333333333333
4FNL_1	0.40288634462036	-0.516666666666667	768	5.81833333333333
2A9N_1	0.364569407137381	-0.516666666666667	768	5.81833333333333
4GXU_1	1.30570487013763	-0.516666666666667	768	5.81833333333333
2QAD_1	0.201374111786995	-0.683333333333333	796	6.67
3OKD_1	1.25789848600006	-0.95	784	5.765
2LTQ_2	0.0136365542751851	-1.08333333333333	794	5.86833333333333
